date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
09/27/2025,16:14,21.97,2.04,9.28,13.29,152.8,10.26,1.69,7,221200,77.7
09/27/2025,16:29,21.94,2.04,9.27,13.28,152.6,10.22,1.93,7.2,220200,77.9
09/27/2025,16:44,21.92,2.04,9.25,13.16,151.2,9.9,1.46,7.32,219900,78.8
09/27/2025,16:59,21.9,2.04,9.24,13.18,151.3,10.02,1.63,6.13,219600,78.6
09/27/2025,17:14,21.93,2.04,9.25,13.24,152.1,9.96,1.7,6.54,218900,77.5
09/27/2025,17:29,21.89,2.05,9.23,13.07,150.1,10.57,1.98,6.99,218900,77.4
09/27/2025,17:44,21.81,2.04,9.19,12.78,146.5,10.07,1.56,6.17,217200,75.8
09/27/2025,17:59,21.8,2.05,9.18,12.81,146.8,10.4,2,6.65,217200,76.5
09/27/2025,18:14,21.73,2.04,9.14,12.54,143.5,10.8,1.84,6.7,217200,75.1
09/27/2025,18:29,21.59,2.05,9.04,11.93,136.2,10.11,1.87,6.53,215800,74.3
09/27/2025,18:44,21.61,2.05,9.04,11.95,136.5,10.53,1.77,6.05,220000,73.8
09/27/2025,18:59,21.63,2.05,9.05,12.05,137.6,10.28,1.76,7.04,222200,74.4
09/27/2025,19:14,21.58,2.05,9,11.63,132.7,10.05,1.69,6.25,222200,74.4
09/27/2025,19:29,21.58,2.08,8.98,11.59,132.3,10.42,1.64,6.95,222200,74.2
09/27/2025,19:44,21.56,2.07,8.97,11.48,131,10.03,1.79,6.61,222200,74.7
09/27/2025,19:59,21.53,2.07,8.97,11.47,130.8,9.94,1.76,6.27,218500,74
09/27/2025,20:14,21.52,2.07,9.01,11.59,132.1,10.39,1.7,6.6,218500,74
09/27/2025,20:29,21.55,2.06,8.99,11.42,130.3,10.21,1.71,6.56,219800,74.1
09/27/2025,20:44,21.52,2.07,8.98,11.37,129.7,10.18,1.74,6.74,218500,74.3
09/27/2025,20:59,21.53,2.12,8.97,11.44,130.4,9.97,1.76,6.68,216400,74.3
09/27/2025,21:14,21.52,2.12,9,11.58,132,10.43,1.62,6.63,218500,74.4
09/27/2025,21:29,21.54,2.11,9.06,11.83,135,10.21,1.71,6.17,218500,74.3
09/27/2025,21:44,21.56,2.12,9.01,11.68,133.3,10.6,1.45,6.49,218900,74
09/27/2025,21:59,21.57,2.11,9,11.59,132.3,9.96,1.6,6.82,218900,74.3
09/27/2025,22:14,21.53,2.11,8.99,11.46,130.7,10.54,1.66,6.34,218900,74.1
09/27/2025,22:29,21.52,2.1,8.95,11.35,129.4,10.74,1.76,6.38,221700,73.7
09/27/2025,22:44,21.48,2.11,8.97,11.33,129.1,10.26,1.93,6.93,222300,73.7
09/27/2025,22:59,21.45,2.15,8.98,11.5,130.9,10.25,1.68,6.35,222300,72.3
09/27/2025,23:14,21.39,2.16,8.95,11.38,129.5,10.33,1.9,6.46,221100,72.3
09/27/2025,23:29,21.36,2.17,8.93,11.24,127.8,10.63,1.74,7.32,224600,72.9
09/27/2025,23:44,21.33,2.17,8.92,11.21,127.3,10.38,1.75,6.71,222600,74.1
09/27/2025,23:59,21.31,2.15,8.91,11.12,126.2,10.72,1.83,6.64,225300,73.8
09/28/2025,00:14,21.32,2.15,8.9,11.07,125.8,10.13,1.67,6.23,222600,73.8
09/28/2025,00:29,21.29,2.14,8.89,11.01,125,9.95,1.6,6.4,221100,73.8
09/28/2025,00:44,21.28,2.14,8.94,11.19,127,10.37,1.82,6.69,222500,73.8
09/28/2025,00:59,21.27,2.14,8.93,11.17,126.7,10.94,1.62,7.22,223100,75
09/28/2025,01:14,21.27,2.14,8.93,11.2,127.1,10.35,1.51,6.69,223100,75.1
09/28/2025,01:29,21.27,2.14,8.93,11.19,127,10.5,1.44,6.37,223100,74.7
09/28/2025,01:44,21.27,2.14,8.91,11.05,125.4,11.16,1.84,6.29,224600,73.2
09/28/2025,01:59,21.25,2.15,8.89,11.03,125.1,10.17,1.55,6.46,222700,72.1
09/28/2025,02:14,21.26,2.15,8.89,11.06,125.5,10.57,1.59,6.95,224600,73.6
09/28/2025,02:29,21.25,2.14,8.87,11,124.8,10.34,1.67,7,224600,74.8
09/28/2025,02:44,21.25,2.14,8.89,11.05,125.4,10.15,1.38,6.7,224400,74.8
09/28/2025,02:59,21.24,2.14,8.89,11.04,125.2,9.76,2.51,6.93,222300,74.8
09/28/2025,03:14,21.24,2.14,8.88,10.97,124.4,10.1,1.58,11.24,220000,76.1
09/28/2025,03:29,21.22,2.14,8.88,10.97,124.4,11.16,1.55,6.72,220000,76.2
09/28/2025,03:44,21.21,2.14,8.84,10.87,123.2,10.08,1.6,6.23,217600,76.2
09/28/2025,03:59,21.2,2.14,8.86,10.95,124.2,10.94,1.67,6.68,219800,76.2
09/28/2025,04:14,21.2,2.14,8.85,10.88,123.3,10.14,1.52,6.19,217200,75
09/28/2025,04:29,21.18,2.14,8.84,10.87,123.1,10.68,1.41,7.24,217200,74.9
09/28/2025,04:44,21.18,2.14,8.85,10.87,123.1,10.09,1.68,6.39,216600,74.9
09/28/2025,04:59,21.17,2.14,8.82,10.79,122.3,10.09,1.58,6.35,216600,73.1
09/28/2025,05:14,21.16,2.14,8.82,10.78,122.1,9.98,1.73,6.32,216400,71.4
09/28/2025,05:29,21.16,2.15,8.83,10.76,121.9,10.46,1.52,6.15,216400,71.1
09/28/2025,05:44,21.14,2.14,8.81,10.76,121.8,10.23,1.71,6.82,218200,71.5
09/28/2025,05:59,21.13,2.15,8.81,10.75,121.7,10.05,1.83,6.85,216400,71.5
09/28/2025,06:14,21.13,2.15,8.8,10.72,121.3,9.55,1.6,6.35,215800,71.6
09/28/2025,06:29,21.11,2.15,8.8,10.68,120.9,9.6,1.55,6.16,215300,71.4
09/28/2025,06:44,21.12,2.15,8.79,10.68,120.9,10.58,1.72,6.75,215300,71.4
09/28/2025,06:59,21.13,2.15,8.79,10.64,120.4,10.71,1.4,6.71,217100,73.3
09/28/2025,07:14,21.14,2.15,8.78,10.63,120.3,10.18,1.7,6.71,218800,75.2
09/28/2025,07:29,21.13,2.15,8.79,10.66,120.7,10.88,1.62,7,218800,75.4
09/28/2025,07:44,21.13,2.15,8.79,10.63,120.3,10.41,1.26,6.74,221100,75.2
09/28/2025,07:59,21.12,2.15,8.79,10.65,120.5,10.46,1.49,6.39,224600,75
09/28/2025,08:14,21.12,2.15,8.79,10.67,120.7,9.73,1.55,6.25,224600,74.9
09/28/2025,08:29,21.11,2.15,8.83,10.8,122.2,10.19,1.4,6.75,224600,75
09/28/2025,08:44,21.12,2.15,8.82,10.79,122,10.61,1.45,6.68,224600,74.7
09/28/2025,08:59,21.12,2.15,8.84,10.86,122.9,9.99,1.41,6.44,221200,74.5
09/28/2025,09:14,21.13,2.16,8.86,10.94,123.8,9.92,1.43,6.27,221200,73
09/28/2025,09:29,21.15,2.16,8.88,11.03,124.9,9.99,1.38,6.67,215800,72.9
09/28/2025,09:44,21.23,2.16,8.89,11.09,125.7,10.11,1.36,6.3,214800,71.4
09/28/2025,09:59,21.22,2.16,8.91,11.16,126.5,10.12,1.33,6.44,214800,71.6
09/28/2025,10:14,21.22,2.16,8.93,11.22,127.2,9.81,1.37,6.54,214800,72.1
09/28/2025,10:29,21.28,2.16,8.97,11.4,129.4,10.12,1.37,5.83,214800,71.6
09/28/2025,10:44,21.37,2.16,9.01,11.59,131.8,10.15,1.34,6.8,214800,71.5
09/28/2025,10:59,21.54,2.16,9.03,11.75,134.1,9.93,1.34,6.7,214800,72
09/28/2025,11:14,21.54,2.16,9.06,11.83,135,9.96,1.33,6.43,214800,72
09/28/2025,11:29,21.62,2.17,9.06,11.91,136.1,10.15,1.3,6.46,216400,71.6
09/28/2025,11:44,21.82,2.17,9.08,12.04,138.1,10.18,1.29,6.35,216600,71.5
09/28/2025,11:59,21.65,2.17,9.07,11.99,137,9.79,1.32,6.37,214500,71.5
09/28/2025,12:14,21.78,2.17,9.1,12.13,139,10.13,1.29,6.54,216700,71.5
09/28/2025,12:29,21.62,2.13,9.07,11.97,136.7,9.69,1.28,6.26,214700,71.4
09/28/2025,12:44,21.82,2.13,9.14,12.42,142.4,9.81,1.34,6.28,212100,70.9
09/28/2025,12:59,21.85,2.13,9.13,12.32,141.4,9.81,1.33,6.06,210600,70.5
09/28/2025,13:14,22.03,2.14,9.19,12.66,145.8,10.12,1.32,5.43,212600,70.1
09/28/2025,13:29,22.11,2.13,9.18,12.63,145.7,9.57,1.34,6.29,208600,69.8
09/28/2025,13:44,22,2.13,9.16,12.54,144.3,9.67,1.3,6.17,208400,69.6
09/28/2025,13:59,22.02,2.11,9.15,12.48,143.7,9.64,1.31,6.03,207100,69
09/28/2025,14:14,21.99,2.11,9.17,12.62,145.2,9.85,1.35,6.01,207100,68
09/28/2025,14:29,21.97,2.1,9.17,12.56,144.5,9.93,1.36,6.64,208600,68
09/28/2025,14:44,22.15,2.12,9.18,12.64,145.9,9.76,1.34,6.27,208000,68
09/28/2025,14:59,22.29,2.11,9.2,12.83,148.5,9.69,1.3,6.48,206500,69.1
09/28/2025,15:14,22.35,2.1,9.21,12.86,148.9,9.6,1.26,6.57,205300,69.7
09/28/2025,15:29,22.12,2.1,9.22,12.92,149,9.78,1.37,5.99,206500,69.1
09/28/2025,15:44,22.2,2.1,9.22,12.97,149.9,9.73,1.37,5.97,207000,68.4
09/28/2025,15:59,22.32,2.11,9.25,13.22,153,9.56,1.35,6.86,207000,70.8
09/28/2025,16:14,22.28,2.1,9.25,13.24,153.1,9.53,1.4,5.82,206100,70.8
09/28/2025,16:29,22.22,2.1,9.25,13.19,152.4,9.98,1.41,6.96,206100,70.8
09/28/2025,16:44,22.15,2.1,9.22,13.02,150.3,9.98,1.41,6.97,206100,72.4
09/28/2025,16:59,22.22,2.1,9.24,13.16,152,9.69,1.4,6.98,206100,74.5
09/28/2025,17:14,22.36,2.09,9.31,13.55,157,9.77,1.38,6.13,207100,72.2
09/28/2025,17:29,22.27,2.1,9.25,13.19,152.5,9.41,1.38,6.53,206100,74.3
09/28/2025,17:44,22.35,2.1,9.27,13.27,153.8,9.55,1.37,6.92,203900,76.3
09/28/2025,17:59,22.15,2.09,9.28,13.32,153.8,9.63,1.45,6.99,204800,76.9
09/28/2025,18:14,22.15,2.09,9.26,13.21,152.4,9.51,1.49,7.09,204800,77.2
09/28/2025,18:29,22.15,2.09,9.26,13.21,152.4,9.31,1.53,5.89,203000,76.9
09/28/2025,18:44,22.06,2.1,9.2,12.93,149,10.13,1.8,6.66,203000,75.4
09/28/2025,18:59,22.15,2.09,9.21,12.88,148.7,9.56,1.59,6.56,202100,73.6
09/28/2025,19:14,22.09,2.1,9.19,12.73,146.8,9.48,1.41,6.35,201500,73.6
09/28/2025,19:29,22.04,2.1,9.17,12.64,145.6,9.58,1.63,6.39,202100,73.7
09/28/2025,19:44,22.06,2.1,9.17,12.59,145.1,9.62,1.49,6.44,202500,72.6
09/28/2025,19:59,22.04,2.09,9.17,12.52,144.2,9.78,1.51,6.51,202500,72.3
09/28/2025,20:14,22,2.09,9.14,12.35,142.1,9.49,1.58,6.33,202500,71.8
09/28/2025,20:29,21.95,2.1,9.13,12.36,142.2,10.17,1.65,6.67,203300,72.5
09/28/2025,20:44,21.93,2.1,9.13,12.39,142.4,9.97,1.77,6.57,203300,72.5
09/28/2025,20:59,21.91,2.1,9.12,12.27,141,10.01,1.89,6.5,205800,72.5
09/28/2025,21:14,21.89,2.09,9.11,12.21,140.2,9.91,1.81,6.51,209500,73
09/28/2025,21:29,21.86,2.09,9.11,12.19,139.9,10.74,1.73,6.85,212000,73.2
09/28/2025,21:44,21.84,2.08,9.09,12.1,138.9,10.75,1.46,6.45,213200,73.2
09/28/2025,21:59,21.83,2.07,9.08,12.06,138.3,10.4,1.53,6.67,215800,73.5
09/28/2025,22:14,21.83,2.09,9.07,12,137.6,10.3,1.69,6.49,219500,73.6
09/28/2025,22:29,21.82,2.1,9.09,12.01,137.7,10.19,1.38,6.84,219800,73.6
09/28/2025,22:44,21.81,2.1,9.06,11.92,136.7,10.69,1.96,6.58,222500,73.6
09/28/2025,22:59,21.81,2.1,9.06,11.9,136.4,10.12,1.46,6.33,222500,73.3
09/28/2025,23:14,21.8,2.11,9.06,11.86,135.9,11.13,1.54,6.17,227500,73
09/28/2025,23:29,21.79,2.1,9.04,11.86,136,10.62,1.55,6.26,226600,72.3
09/28/2025,23:44,21.79,2.13,9.04,11.81,135.3,10.1,1.68,6.09,222500,71.7
09/28/2025,23:59,21.78,2.11,9.04,11.78,135,10.37,1.49,6.98,222100,71.7
09/29/2025,00:14,21.78,2.12,9.06,11.88,136.2,10.71,1.69,6.31,226200,70.8
09/29/2025,00:29,21.77,2.09,9.04,11.87,136,10.65,1.65,6.51,229800,70.9
09/29/2025,00:44,21.76,2.12,9.03,11.71,134.1,11.36,1.68,5.87,229800,70.6
09/29/2025,00:59,21.74,2.12,9.04,11.74,134.5,9.93,1.79,6.8,229800,70.8
09/29/2025,01:14,21.73,2.11,9.02,11.63,133.1,11.01,1.89,6.47,229800,71.9
09/29/2025,01:29,21.72,2.11,9.01,11.56,132.3,10.08,1.7,6.29,226600,71.9
09/29/2025,01:44,21.69,2.11,9.01,11.64,133.1,10.49,1.87,6.53,228100,73
09/29/2025,01:59,21.71,2.08,8.99,11.45,131,10.46,1.8,7.09,228100,73.1
09/29/2025,02:14,21.68,2.08,8.98,11.45,130.9,10.58,1.64,6.21,227200,73.1
09/29/2025,02:29,21.68,2.15,8.96,11.31,129.4,11.27,1.45,6.25,227200,72
09/29/2025,02:44,21.67,2.09,8.95,11.28,129,10.71,1.29,5.87,227200,72
09/29/2025,02:59,21.63,2.08,8.96,11.29,129,10.44,1.57,6.28,227200,70.8
09/29/2025,03:14,21.63,2.11,8.95,11.29,129,10.3,1.58,6.78,225700,70.6
09/29/2025,03:29,21.63,2.08,8.96,11.31,129.3,11.51,1.66,6.66,227200,71.9
09/29/2025,03:44,21.6,2.11,8.95,11.26,128.6,10.68,1.61,6.15,229600,70.3
09/29/2025,03:59,21.6,2.09,8.94,11.2,127.9,10.72,1.72,6.54,231300,70.3
09/29/2025,04:14,21.59,2.09,8.97,11.42,130.4,10.69,1.48,6.29,231400,70.5
09/29/2025,04:29,21.56,2.08,8.97,11.43,130.5,10.79,1.7,6.56,231400,71.9
09/29/2025,04:44,21.57,2.09,8.96,11.35,129.5,10.23,1.79,6.54,231000,73.3
09/29/2025,04:59,21.56,2.11,8.95,11.26,128.5,11.61,1.86,6.75,231600,73.6
09/29/2025,05:14,21.53,2.11,8.97,11.42,130.2,10.4,1.89,6.83,231600,73.7
09/29/2025,05:29,21.5,2.08,8.96,11.34,129.2,10.73,1.9,6.82,231600,73.8
09/29/2025,05:44,21.5,2.12,8.96,11.37,129.6,10.79,1.67,6.8,232100,74.9
09/29/2025,05:59,21.49,2.09,8.95,11.24,128.1,11.25,1.52,6.52,233000,74.9
09/29/2025,06:14,21.47,2.07,8.95,11.29,128.6,10.88,1.79,6.84,233700,76.3
09/29/2025,06:29,21.44,2.08,8.93,11.18,127.3,10.2,1.4,6.29,233000,76.3
09/29/2025,06:44,21.43,2.07,8.94,11.26,128.1,10.36,1.75,6.44,233000,76.2
09/29/2025,06:59,21.44,2.09,8.95,11.26,128.2,9.95,1.46,6.28,228000,74.8
09/29/2025,07:14,21.43,2.09,8.91,11.11,126.5,10.33,1.51,6.15,227500,72.6
09/29/2025,07:29,21.41,2.07,8.91,11.11,126.4,9.74,1.74,6.19,222300,71.4
09/29/2025,07:44,21.4,2.14,8.92,11.14,126.7,9.96,1.38,6.28,220300,70.3
09/29/2025,07:59,21.38,2.13,8.92,11.15,126.8,10.17,1.57,6.37,218200,70.4
09/29/2025,08:14,21.37,2.12,8.91,11.09,126.1,10.33,1.45,6.69,218200,70.2
09/29/2025,08:29,21.42,2.11,8.95,11.3,128.6,10.73,1.77,6.23,219900,70.3
09/29/2025,08:44,21.45,2.12,8.98,11.44,130.2,10.45,1.44,6.4,219900,70.2
09/29/2025,08:59,21.49,2.12,9.03,11.72,133.6,10.78,1.47,6.6,222000,70.7
09/29/2025,09:14,21.57,2.13,9.06,11.87,135.5,11.08,1.41,6.08,223500,70.6
09/29/2025,09:29,21.65,2.14,9.1,12.14,138.8,10.23,1.42,6.39,223500,71.1
09/29/2025,09:44,21.74,2.09,9.12,12.31,140.9,10.56,1.42,5.91,226400,71.1
09/29/2025,09:59,21.81,2.12,9.14,12.46,142.9,9.76,1.39,6.13,226400,70.3
09/29/2025,10:14,21.81,2.11,9.17,12.63,144.8,10.03,1.65,6.35,226400,70.1
09/29/2025,10:29,21.86,2.14,9.16,12.59,144.5,9.61,1.7,6.33,222200,70.7
09/29/2025,10:44,21.85,2.13,9.17,12.67,145.4,9.71,1.54,5.96,216800,69.5
09/29/2025,10:59,21.71,2.12,9.23,13.13,150.2,10.18,1.68,6.71,216200,69.6
09/29/2025,11:14,21.7,2.16,9.2,12.94,148.1,9.86,1.5,6.44,212100,70.9
09/29/2025,11:29,21.75,2.16,9.25,13.19,151.1,10.32,1.76,6.4,212100,71.1
09/29/2025,11:44,21.78,2.13,9.25,13.17,150.9,9.76,1.54,6.06,208600,71.1
09/29/2025,11:59,22.11,2.17,9.27,13.37,154.2,10.01,1.47,6.09,211800,71.1
09/29/2025,12:14,22.08,2.17,9.26,13.36,154,9.88,1.54,5.78,210200,69.6
09/29/2025,12:29,22.14,2.17,9.31,13.7,158.1,10.42,1.8,6.5,212100,70
09/29/2025,12:44,22.14,2.17,9.32,13.82,159.5,10.33,1.63,6.26,215900,71
09/29/2025,12:59,22.22,2.15,9.39,14.47,167.3,10.6,1.81,6.14,217700,69.6
09/29/2025,13:14,22.22,2.13,9.35,14.08,162.7,10.09,2,6.06,218800,69.1
09/29/2025,13:29,22.22,2.13,9.41,14.59,168.6,10.65,2.07,6.51,218900,69.1
09/29/2025,13:44,22.28,2.18,9.37,14.24,164.8,10.34,1.83,6.18,222100,69.8
09/29/2025,13:59,22.24,2.14,9.39,14.43,166.8,10.17,2.18,6.08,222100,69.9
09/29/2025,14:14,22.19,2.18,9.37,14.32,165.4,10.39,1.79,6.58,222800,70.5
09/29/2025,14:29,22.22,2.11,9.43,14.63,169.1,10.27,1.92,6.64,222100,70.7
09/29/2025,14:44,22.27,2.13,9.36,14.15,163.7,10.37,1.74,6.58,222600,72
09/29/2025,14:59,22.6,2.15,9.38,14.2,165.3,10.02,1.48,6.44,221300,73.4
09/29/2025,15:14,22.86,2.13,9.39,14.2,166.2,9.7,1.24,5.97,221300,73.2
09/29/2025,15:29,23.12,2.13,9.4,14.22,167.2,9.93,1.28,5.54,219100,71.3
09/29/2025,15:44,23.23,2.14,9.39,14.22,167.5,9.67,1.31,5.49,215900,70.3
09/29/2025,15:59,23.16,2.13,9.39,14.26,167.8,9.72,1.34,6.24,212900,70.6
09/29/2025,16:14,23.15,2.14,9.41,14.37,169,9.61,1.45,5.66,209000,68.1
09/29/2025,16:29,23.2,2.14,9.42,14.5,170.7,9.77,1.56,6.49,207000,68.1
09/29/2025,16:44,23.1,2.14,9.41,14.44,169.7,9.57,1.46,6.6,206100,68.1
09/29/2025,16:59,23.08,2.14,9.43,14.57,171.2,9.75,1.44,5.87,206100,66.1
09/29/2025,17:14,22.93,2.13,9.42,14.44,169.2,9.64,1.45,6.1,205700,67
09/29/2025,17:29,22.89,2.13,9.42,14.52,170,9.56,1.42,6.53,204700,68.9
09/29/2025,17:44,22.82,2.12,9.41,14.4,168.4,9.71,1.43,6.48,205200,70.9
09/29/2025,17:59,22.81,2.13,9.42,14.42,168.6,9.58,1.75,6.19,203900,70.7
09/29/2025,18:14,22.73,2.12,9.4,14.32,167.1,9.8,1.45,6.62,205200,72.2
09/29/2025,18:29,22.66,2.1,9.39,14.19,165.3,9.86,1.67,6.41,205200,71.8
09/29/2025,18:44,22.64,2.1,9.38,14.16,164.9,10.06,1.56,6.37,206600,71.2
09/29/2025,18:59,22.62,2.11,9.38,14.12,164.4,10.21,1.43,6.56,207200,71.8
09/29/2025,19:14,22.59,2.1,9.36,14.04,163.4,9.59,1.53,6.31,207200,71.9
09/29/2025,19:29,22.53,2.08,9.37,14.05,163.3,9.54,1.38,6.24,207200,71.4
09/29/2025,19:44,22.53,2.07,9.37,13.96,162.3,9.61,1.47,6.35,206000,71.1
09/29/2025,19:59,22.5,2.06,9.36,13.93,161.8,9.63,1.62,6.42,206200,71.4
09/29/2025,20:14,22.48,2.06,9.36,13.88,161.2,9.92,1.52,6.46,207000,71.5
09/29/2025,20:29,22.46,2.06,9.35,13.82,160.5,9.35,1.51,6.36,203800,71.2
09/29/2025,20:44,22.42,2.06,9.34,13.67,158.5,9.74,1.62,6.27,203800,71.1
09/29/2025,20:59,22.41,2.06,9.33,13.62,158,9.84,1.43,6.21,203800,70.8
09/29/2025,21:14,22.4,2.06,9.33,13.58,157.5,10,1.68,6.05,205400,70.6
09/29/2025,21:29,22.39,2.06,9.32,13.49,156.4,9.67,1.52,6.65,206000,71.1
09/29/2025,21:44,22.37,2.06,9.32,13.47,156.1,9.87,1.54,6.18,208100,70.7
09/29/2025,21:59,22.36,2.06,9.31,13.44,155.7,10.19,1.46,5.64,209800,69.9
09/29/2025,22:14,22.31,2.06,9.31,13.38,154.8,10.3,1.45,6.53,209800,69.9
09/29/2025,22:29,22.31,2.05,9.31,13.37,154.7,9.98,1.43,5.92,211600,69.3
09/29/2025,22:44,22.29,2.05,9.31,13.4,155,10.02,1.39,6.14,213200,68.8
09/29/2025,22:59,22.27,2.05,9.31,13.35,154.4,9.9,1.34,6.1,213200,68.4
09/29/2025,23:14,22.24,2.05,9.29,13.22,152.8,10.4,1.45,5.88,213500,68.4
09/29/2025,23:29,22.24,2.05,9.29,13.19,152.5,10.63,1.39,5.63,216200,67.2
09/29/2025,23:44,22.23,2.05,9.28,13.1,151.4,10.44,1.54,5.56,219800,66.1
09/29/2025,23:59,22.22,2.05,9.29,13.17,152.1,10.35,1.42,6,221800,66.7
09/30/2025,00:14,22.2,2.05,9.28,13.14,151.8,9.79,1.9,5.99,218200,66.6
09/30/2025,00:29,22.18,2.05,9.28,13.15,151.8,10,1.4,5.53,218200,66.4
09/30/2025,00:44,22.16,2.05,9.27,13.1,151.2,9.65,1.45,6.11,218000,66.4
09/30/2025,00:59,22.17,2.05,9.27,13.11,151.3,11.09,1.55,6.34,223100,66.5
09/30/2025,01:14,22.16,2.06,9.27,13.04,150.5,10.83,1.45,5.99,223600,67
09/30/2025,01:29,22.14,2.06,9.26,12.99,149.8,10.48,1.48,5.93,223600,67.1
09/30/2025,01:44,22.12,2.06,9.25,12.95,149.4,10.41,1.42,5.78,223200,67
09/30/2025,01:59,22.09,2.06,9.25,12.92,148.9,10.11,1.54,5.32,220200,66.8
09/30/2025,02:14,22.09,2.06,9.24,12.85,148.1,10.87,1.61,6.11,224900,66.8
09/30/2025,02:29,22.08,2.06,9.25,12.95,149.2,10.34,1.65,6.25,224900,67.8
09/30/2025,02:44,22.08,2.06,9.24,12.85,148.1,10.47,1.43,6.1,225700,67.8
09/30/2025,02:59,22.07,2.06,9.24,12.78,147.2,10.89,1.4,5.85,225700,66.8
09/30/2025,03:14,22.04,2.06,9.23,12.76,146.9,10.36,1.41,5.57,224800,66
09/30/2025,03:29,22.04,2.06,9.22,12.62,145.3,10.7,1.42,5.67,224800,65.1
09/30/2025,03:44,22.03,2.06,9.22,12.72,146.5,10.73,1.23,5.91,228500,65.8
09/30/2025,03:59,22.01,2.06,9.22,12.69,146,11.2,1.66,5.91,231800,66.1
09/30/2025,04:14,22,2.06,9.21,12.65,145.5,10.75,1.44,6.18,231800,66.1
09/30/2025,04:29,21.99,2.06,9.2,12.62,145.2,10.41,1.63,5.89,231800,66
09/30/2025,04:44,21.99,2.06,9.2,12.63,145.3,10.47,1.59,5.91,231800,66
09/30/2025,04:59,21.98,2.06,9.2,12.59,144.8,10.46,1.42,5.86,228500,66
09/30/2025,05:14,21.97,2.06,9.2,12.56,144.5,10.45,1.47,6.23,228500,66.2
09/30/2025,05:29,21.94,2.06,9.18,12.48,143.4,10.41,1.46,5.63,225400,66.2
09/30/2025,05:44,21.94,2.06,9.18,12.48,143.4,10.05,1.4,5.43,225200,66.1
09/30/2025,05:59,21.92,2.06,9.19,12.49,143.5,10.29,1.43,5,224500,65.8
09/30/2025,06:14,21.92,2.06,9.17,12.39,142.4,10.79,1.49,5.76,224500,65.2
09/30/2025,06:29,21.91,2.06,9.16,12.39,142.4,9.89,1.53,5.63,224500,64
09/30/2025,06:44,21.9,2.06,9.16,12.33,141.6,11.3,1.38,5.79,224500,63.9
09/30/2025,06:59,21.9,2.06,9.17,12.37,142,10.59,1.35,5.41,224500,63.2
09/30/2025,07:14,21.87,2.06,9.15,12.37,142,10.61,1.32,5.59,226300,63
09/30/2025,07:29,21.88,2.07,9.15,12.41,142.5,10.23,1.29,5.14,224800,61.8
09/30/2025,07:44,21.88,2.07,9.16,12.45,143,9.88,1.27,5.84,224800,62.8
09/30/2025,07:59,21.87,2.07,9.16,12.36,141.8,10.49,1.31,5.8,227300,63.6
09/30/2025,08:14,21.85,2.07,9.16,12.38,142.1,10.38,1.29,6.09,224600,63.7
09/30/2025,08:29,21.87,2.07,9.19,12.62,144.9,10.76,1.29,5.79,227300,64.5
09/30/2025,08:44,21.88,2.08,9.19,12.65,145.3,10.03,1.27,5.02,224600,63.4
09/30/2025,08:59,21.89,2.07,9.21,12.68,145.6,10.14,1.32,5.74,221300,64.2
09/30/2025,09:14,21.94,2.07,9.23,12.84,147.6,10.09,1.27,5.19,218200,64.2
09/30/2025,09:29,21.97,2.07,9.24,12.87,148,10.93,1.32,5.41,220200,64.2
09/30/2025,09:44,22.01,2.07,9.25,13,149.6,10.37,1.28,5.72,223100,63.9
09/30/2025,09:59,22.07,2.07,9.28,13.09,150.8,11.27,1.28,5.48,223100,62.5
09/30/2025,10:14,22.06,2.07,9.29,13.28,152.9,11.08,1.4,5.46,228000,61.1
09/30/2025,10:29,22.01,2.07,9.3,13.41,154.3,11.01,1.69,5.92,230100,61.2
09/30/2025,10:44,22.02,2.07,9.32,13.55,156,10.57,1.53,5.37,232700,61.2
09/30/2025,10:59,21.99,2.07,9.3,13.42,154.4,10.17,1.33,5.54,232700,61.2
09/30/2025,11:14,22,2.07,9.29,13.39,154.1,10.67,1.34,5.49,234000,61.4
09/30/2025,11:29,22.05,2.08,9.29,13.42,154.6,10.51,1.32,5.67,229400,61.7
09/30/2025,11:44,22.08,2.08,9.31,13.44,154.9,10.53,1.28,5.33,229400,61.4
09/30/2025,11:59,22.02,2.08,9.3,13.48,155.1,10.46,1.36,5.22,227600,61.3
09/30/2025,12:14,22.03,2.1,9.27,13.24,152.4,10.17,1.24,5.72,226800,61.7
09/30/2025,12:29,22.02,2.11,9.27,13.14,151.2,10.33,1.24,5.66,225900,61.7
09/30/2025,12:44,21.98,2.11,9.26,13.06,150.3,10.55,1.25,5.84,225900,62.5
09/30/2025,12:59,21.99,2.12,9.23,13,149.6,10.2,1.21,5.48,225900,62.2
09/30/2025,13:14,21.92,2.13,9.16,12.46,143.2,10.67,1.23,5.88,225900,63
09/30/2025,13:29,21.8,2.09,9.15,12.45,142.7,10.02,1.25,5.54,223600,62.4
09/30/2025,13:44,21.79,2.09,9.14,12.46,142.8,10.23,1.21,5.81,220700,63.3
09/30/2025,13:59,21.75,2.06,9.17,12.54,143.6,10.06,1.26,5.96,219000,64.1
09/30/2025,14:14,21.77,2.05,9.19,12.63,144.7,10.65,1.2,5.39,220700,63.7
